kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
N/A,memory copy task,4,31,"""0.01""","""1624688045579693954""","""1624688045579693964"""
N/A,event record task,4,32,"""3.92""","""1624688045579890494""","""1624688045579894414"""
N/A,event record task,4,34,"""0.01""","""1624688045580093894""","""1624688045580093904"""
N/A,event record task,4,35,"""1.76""","""1624688047948809574""","""1624688047948811334"""
N/A,memory copy task,4,36,"""4.13""","""1624688047948872684""","""1624688047948876814"""
603/AxpyV2_tvmbin,kernel AI core task,4,38,"""0.01""","""1624688047949022204""","""1624688047949022214"""
N/A,event record task,4,39,"""3.94""","""1624688047949603824""","""1624688047949607764"""
N/A,memory copy task,4,41,"""0.01""","""1624688047949718504""","""1624688047949718514"""
N/A,event record task,4,42,"""3.87""","""1624688047949909044""","""1624688047949912914"""
N/A,event record task,4,44,"""0.01""","""1624688047950006664""","""1624688047950006674"""
N/A,event record task,4,45,"""3.72""","""1624688047950187044""","""1624688047950190764"""
619/trans_TransData_771_tvmbin,kernel AI core task,4,47,"""0.01""","""1624688047950267944""","""1624688047950267954"""
619/Add_tvmbin,kernel AI core task,4,48,"""3.73""","""1624688047950608594""","""1624688047950612324"""
N/A,event record task,4,50,"""0.0""","""1624688047950843124""","""1624688047950843124"""
N/A,event record task,4,51,"""1.25""","""1624688047951046024""","""1624688047951047274"""
N/A,memory copy task,4,52,"""3.22""","""1624688047951087664""","""1624688047951090884"""
603/AxpyV2_tvmbin,kernel AI core task,4,54,"""0.01""","""1624688047951178994""","""1624688047951179004"""
N/A,event record task,4,55,"""3.84""","""1624688047951349644""","""1624688047951353484"""
N/A,memory copy task,4,57,"""0.01""","""1624688047951565114""","""1624688047951565124"""
N/A,event record task,4,58,"""3.89""","""1624688047951761144""","""1624688047951765034"""
N/A,event record task,4,60,"""0.01""","""1624688047951846114""","""1624688047951846124"""
N/A,event record task,4,61,"""3.88""","""1624688047952016644""","""1624688047952020524"""
N/A,event record task,4,63,"""0.01""","""1624688047952094454""","""1624688047952094464"""
603/AxpyV2_tvmbin,kernel AI core task,4,64,"""3.75""","""1624688047952254694""","""1624688047952258444"""
N/A,event record task,4,66,"""0.01""","""1624688047952346294""","""1624688047952346304"""
N/A,memory copy task,4,67,"""1.23""","""1624688047952518944""","""1624688047952520174"""
N/A,event record task,4,68,"""4.1""","""1624688047952557444""","""1624688047952561544"""
N/A,event record task,4,70,"""0.01""","""1624688047952866994""","""1624688047952867004"""
N/A,event record task,4,71,"""3.79""","""1624688047953068024""","""1624688047953071814"""
619/trans_TransData_771_tvmbin,kernel AI core task,4,73,"""0.01""","""1624688047953150854""","""1624688047953150864"""
619/Add_tvmbin,kernel AI core task,4,74,"""3.82""","""1624688047953332884""","""1624688047953336704"""
N/A,event record task,4,76,"""0.01""","""1624688047953409814""","""1624688047953409824"""
N/A,event record task,4,77,"""3.79""","""1624688047953575404""","""1624688047953579194"""
N/A,event record task,4,79,"""0.0""","""1624688047953785724""","""1624688047953785724"""
603/AxpyV2_tvmbin,kernel AI core task,4,80,"""3.78""","""1624688047953994984""","""1624688047953998764"""
N/A,event record task,4,82,"""0.01""","""1624688047954196424""","""1624688047954196434"""
N/A,memory copy task,4,83,"""1.27""","""1624688047954377034""","""1624688047954378304"""
N/A,event record task,4,84,"""3.01""","""1624688047954419364""","""1624688047954422374"""
N/A,event record task,4,86,"""0.01""","""1624688047954505704""","""1624688047954505714"""
N/A,event record task,4,87,"""3.94""","""1624688047954680014""","""1624688047954683954"""
N/A,event record task,4,89,"""0.01""","""1624688047954890524""","""1624688047954890534"""
603/AxpyV2_tvmbin,kernel AI core task,4,90,"""3.94""","""1624688047955102584""","""1624688047955106524"""
N/A,event record task,4,92,"""0.01""","""1624688047955188534""","""1624688047955188544"""
N/A,memory copy task,4,93,"""3.81""","""1624688047955358644""","""1624688047955362454"""
547/PtMuls_tvmbin,kernel AI core task,4,95,"""0.01""","""1624688047955441374""","""1624688047955441384"""
N/A,event record task,4,96,"""3.78""","""1624688047955608664""","""1624688047955612444"""
619/trans_TransData_768_tvmbin,kernel AI core task,4,98,"""0.0""","""1624688047955698194""","""1624688047955698194"""
619/trans_TransData_771_tvmbin,kernel AI core task,4,99,"""1.29""","""1624688047955866994""","""1624688047955868284"""
619/Add_tvmbin,kernel AI core task,4,100,"""4.37""","""1624688047955901124""","""1624688047955905494"""
N/A,event record task,4,102,"""0.0""","""1624688047956209464""","""1624688047956209464"""
N/A,event record task,4,103,"""3.85""","""1624688047956421854""","""1624688047956425704"""
N/A,event record task,4,105,"""0.01""","""1624688047956509324""","""1624688047956509334"""
603/AxpyV2_tvmbin,kernel AI core task,4,106,"""3.76""","""1624688047956673764""","""1624688047956677524"""
N/A,event record task,4,108,"""0.01""","""1624688047956750414""","""1624688047956750424"""
N/A,memory copy task,4,109,"""3.78""","""1624688047956908144""","""1624688047956911924"""
603/AxpyV2_tvmbin,kernel AI core task,4,111,"""0.0""","""1624688047956979624""","""1624688047956979624"""
N/A,event record task,4,112,"""3.77""","""1624688047957218104""","""1624688047957221874"""
N/A,memory copy task,4,114,"""0.01""","""1624688047957299824""","""1624688047957299834"""
N/A,event record task,4,115,"""1.2""","""1624688047957500864""","""1624688047957502064"""
603/AxpyV2_tvmbin,kernel AI core task,4,116,"""3.23""","""1624688047957534234""","""1624688047957537464"""
N/A,event record task,4,118,"""0.0""","""1624688047957620204""","""1624688047957620204"""
N/A,memory copy task,4,119,"""3.77""","""1624688047957799124""","""1624688047957802894"""
547/PtMuls_tvmbin,kernel AI core task,4,121,"""0.01""","""1624688047957876114""","""1624688047957876124"""
N/A,event record task,4,122,"""3.63""","""1624688047958034824""","""1624688047958038454"""
619/trans_TransData_768_tvmbin,kernel AI core task,4,124,"""0.0""","""1624688047958271974""","""1624688047958271974"""
619/trans_TransData_771_tvmbin,kernel AI core task,4,125,"""3.81""","""1624688047958491064""","""1624688047958494874"""
619/trans_TransData_776_tvmbin,kernel AI core task,4,127,"""0.01""","""1624688047958573754""","""1624688047958573764"""
N/A,event record task,4,128,"""3.69""","""1624688047958744554""","""1624688047958748244"""
N/A,memory copy task,4,130,"""0.01""","""1624688047958836494""","""1624688047958836504"""
N/A,event record task,4,131,"""1.21""","""1624688047959002984""","""1624688047959004194"""
603/AxpyV2_tvmbin,kernel AI core task,4,132,"""4.25""","""1624688047959037634""","""1624688047959041884"""
N/A,event record task,4,134,"""0.01""","""1624688047959123864""","""1624688047959123874"""
N/A,memory copy task,4,135,"""3.93""","""1624688047959424184""","""1624688047959428114"""
603/AxpyV2_tvmbin,kernel AI core task,4,137,"""0.01""","""1624688047959620644""","""1624688047959620654"""
N/A,event record task,4,138,"""3.81""","""1624688047959811484""","""1624688047959815294"""
N/A,memory copy task,4,140,"""0.01""","""1624688047959892794""","""1624688047959892804"""
N/A,event record task,4,141,"""3.75""","""1624688047960054134""","""1624688047960057884"""
N/A,event record task,4,143,"""0.0""","""1624688047960125374""","""1624688047960125374"""
N/A,event record task,4,144,"""3.74""","""1624688047960298474""","""1624688047960302214"""
N/A,event record task,4,146,"""0.01""","""1624688047960597244""","""1624688047960597254"""
547/PtMuls_tvmbin,kernel AI core task,4,147,"""1.21""","""1624688047960793854""","""1624688047960795064"""
N/A,event record task,4,148,"""3.23""","""1624688047960827844""","""1624688047960831074"""
619/trans_TransData_768_tvmbin,kernel AI core task,4,150,"""0.0""","""1624688047960913144""","""1624688047960913144"""
619/trans_TransData_771_tvmbin,kernel AI core task,4,151,"""3.82""","""1624688047961082834""","""1624688047961086654"""
619/trans_TransData_776_tvmbin,kernel AI core task,4,153,"""0.0""","""1624688047961161434""","""1624688047961161434"""
N/A,event record task,4,154,"""3.74""","""1624688047961331884""","""1624688047961335624"""
N/A,memory copy task,4,156,"""0.01""","""1624688047961549224""","""1624688047961549234"""
N/A,event record task,4,157,"""3.88""","""1624688047961863144""","""1624688047961867024"""
N/A,event record task,4,159,"""0.0""","""1624688047961945734""","""1624688047961945734"""
N/A,event record task,4,160,"""3.89""","""1624688047962111174""","""1624688047962115064"""
N/A,event record task,4,162,"""0.01""","""1624688047962201354""","""1624688047962201364"""
603/AxpyV2_tvmbin,kernel AI core task,4,163,"""1.21""","""1624688047962382504""","""1624688047962383714"""
N/A,event record task,4,164,"""3.19""","""1624688047962431214""","""1624688047962434404"""
N/A,memory copy task,4,166,"""0.01""","""1624688047962636284""","""1624688047962636294"""
N/A,event record task,4,167,"""3.94""","""1624688047962943384""","""1624688047962947324"""
N/A,event record task,4,169,"""0.01""","""1624688047963026754""","""1624688047963026764"""
N/A,event record task,4,170,"""3.87""","""1624688047963194404""","""1624688047963198274"""
N/A,event record task,4,172,"""0.0""","""1624688047963268914""","""1624688047963268914"""
547/PtMuls_tvmbin,kernel AI core task,4,173,"""3.83""","""1624688047963431674""","""1624688047963435504"""
N/A,event record task,4,175,"""0.0""","""1624688047963513354""","""1624688047963513354"""
619/trans_TransData_768_tvmbin,kernel AI core task,4,176,"""3.73""","""1624688047963798924""","""1624688047963802654"""
619/Add_tvmbin,kernel AI core task,4,178,"""0.01""","""1624688047963881704""","""1624688047963881714"""
619/trans_TransData_776_tvmbin,kernel AI core task,4,179,"""1.2""","""1624688047964082834""","""1624688047964084034"""
N/A,event record task,4,180,"""3.22""","""1624688047964115864""","""1624688047964119084"""
N/A,memory copy task,4,182,"""0.01""","""1624688047964203324""","""1624688047964203334"""
N/A,event record task,4,183,"""3.96""","""1624688047964371814""","""1624688047964375774"""
N/A,event record task,4,185,"""0.01""","""1624688047964457044""","""1624688047964457054"""
N/A,event record task,4,186,"""3.77""","""1624688047964622864""","""1624688047964626634"""
N/A,event record task,4,188,"""0.0""","""1624688047964838344""","""1624688047964838344"""
603/AxpyV2_tvmbin,kernel AI core task,4,189,"""3.88""","""1624688047965138104""","""1624688047965141984"""
N/A,event record task,4,191,"""0.01""","""1624688047965219094""","""1624688047965219104"""
N/A,memory copy task,4,192,"""3.87""","""1624688047965396454""","""1624688047965400324"""
603/AxpyV2_tvmbin,kernel AI core task,4,194,"""0.01""","""1624688047965602734""","""1624688047965602744"""
N/A,event record task,4,195,"""1.61""","""1624688050204623974""","""1624688050204625584"""
N/A,event record task,4,196,"""4.17""","""1624688050204667614""","""1624688050204671784"""
N/A,event record task,4,198,"""0.0""","""1624688050204764344""","""1624688050204764344"""
547/PtMuls_tvmbin,kernel AI core task,4,199,"""4.49""","""1624688050646395764""","""1624688050646400254"""
N/A,event record task,4,201,"""0.0""","""1624688050646560574""","""1624688050646560574"""
619/trans_TransData_768_tvmbin,kernel AI core task,4,202,"""4.55""","""1624688050646919124""","""1624688050646923674"""
619/Add_tvmbin,kernel AI core task,4,204,"""0.01""","""1624688050647128724""","""1624688050647128734"""
619/trans_TransData_776_tvmbin,kernel AI core task,4,205,"""4.79""","""1624688050647367374""","""1624688050647372164"""
N/A,event record task,4,207,"""0.0""","""1624688050647459394""","""1624688050647459394"""
N/A,memory copy task,4,208,"""4.75""","""1624688050647642134""","""1624688050647646884"""
603/AxpyV2_tvmbin,kernel AI core task,4,210,"""0.0""","""1624688050647752384""","""1624688050647752384"""
N/A,event record task,4,211,"""1.26""","""1624688050648015214""","""1624688050648016474"""
N/A,event record task,4,212,"""4.33""","""1624688050648061774""","""1624688050648066104"""
N/A,event record task,4,214,"""0.0""","""1624688050648157594""","""1624688050648157594"""
603/AxpyV2_tvmbin,kernel AI core task,4,215,"""1.22""","""1624688050648371954""","""1624688050648373174"""
N/A,event record task,4,216,"""4.47""","""1624688050648407614""","""1624688050648412084"""
N/A,memory copy task,4,218,"""0.01""","""1624688050648497204""","""1624688050648497214"""
N/A,event record task,4,219,"""4.15""","""1624688050648665784""","""1624688050648669934"""
N/A,event record task,4,221,"""0.01""","""1624688050648741804""","""1624688050648741814"""
N/A,event record task,4,222,"""4.27""","""1624688050648906744""","""1624688050648911014"""
N/A,event record task,4,224,"""0.01""","""1624688050648989224""","""1624688050648989234"""
547/PtMuls_tvmbin,kernel AI core task,4,225,"""4.03""","""1624688050649263194""","""1624688050649267224"""
N/A,event record task,4,227,"""0.01""","""1624688050649350504""","""1624688050649350514"""
619/trans_TransData_768_tvmbin,kernel AI core task,4,228,"""4.67""","""1624688050649522424""","""1624688050649527094"""
619/Add_tvmbin,kernel AI core task,4,230,"""0.01""","""1624688050649727794""","""1624688050649727804"""
619/trans_TransData_776_tvmbin,kernel AI core task,4,231,"""1.84""","""1624688053024627894""","""1624688053024629734"""
N/A,event record task,4,232,"""4.43""","""1624688053024694604""","""1624688053024699034"""
N/A,memory copy task,4,234,"""0.0""","""1624688053024845154""","""1624688053024845154"""
N/A,event record task,4,235,"""4.11""","""1624688053025211974""","""1624688053025216084"""
N/A,event record task,4,237,"""0.01""","""1624688053025565714""","""1624688053025565724"""
N/A,event record task,4,238,"""4.19""","""1624688053025797554""","""1624688053025801744"""
N/A,event record task,4,240,"""0.01""","""1624688053025894614""","""1624688053025894624"""
603/AxpyV2_tvmbin,kernel AI core task,4,241,"""4.19""","""1624688053026087944""","""1624688053026092134"""
N/A,event record task,4,243,"""0.0""","""1624688053026173364""","""1624688053026173364"""
N/A,memory copy task,4,244,"""4.39""","""1624688053026417444""","""1624688053026421834"""
603/AxpyV2_tvmbin,kernel AI core task,4,246,"""0.01""","""1624688053026706324""","""1624688053026706334"""
N/A,event record task,4,247,"""1.23""","""1624688053026906234""","""1624688053026907464"""
N/A,event record task,4,248,"""3.34""","""1624688053026946894""","""1624688053026950234"""
N/A,event record task,4,250,"""0.01""","""1624688053027034734""","""1624688053027034744"""
547/PtMuls_tvmbin,kernel AI core task,4,251,"""4.19""","""1624688053027243994""","""1624688053027248184"""
N/A,event record task,4,253,"""0.0""","""1624688053027334554""","""1624688053027334554"""
619/trans_TransData_768_tvmbin,kernel AI core task,4,254,"""4.2""","""1624688053027550664""","""1624688053027554864"""
619/Add_tvmbin,kernel AI core task,4,256,"""0.01""","""1624688053027641974""","""1624688053027641984"""
619/trans_TransData_776_tvmbin,kernel AI core task,4,257,"""4.18""","""1624688053027849284""","""1624688053027853464"""
N/A,event record task,4,259,"""0.0""","""1624688053027933924""","""1624688053027933924"""
N/A,memory copy task,4,260,"""4.42""","""1624688053028094374""","""1624688053028098794"""
603/AxpyV2_tvmbin,kernel AI core task,4,262,"""0.01""","""1624688053028304214""","""1624688053028304224"""
N/A,event record task,4,263,"""1.25""","""1624688053028506724""","""1624688053028507974"""
N/A,event record task,4,264,"""3.55""","""1624688053028596814""","""1624688053028600364"""
N/A,event record task,4,266,"""0.01""","""1624688053028719764""","""1624688053028719774"""
603/AxpyV2_tvmbin,kernel AI core task,4,267,"""4.0""","""1624688053028963754""","""1624688053028967754"""
N/A,event record task,4,269,"""0.01""","""1624688053029045574""","""1624688053029045584"""
